id,split
scene_258,val
scene_2580,train
scene_2581,val
scene_2582,train
scene_2583,train
scene_2584,train
scene_2585,train
scene_2586,train
scene_2587,train
scene_2588,train
scene_2589,train
scene_259,train
scene_2590,train
scene_2591,val
scene_2592,train
scene_2593,train
scene_2594,train
scene_2595,train
scene_2596,train
scene_2597,train
scene_2598,train
scene_2599,train
scene_260,train
scene_2600,train
scene_2601,train
scene_2602,train
scene_2603,train
scene_2604,train
scene_2606,train
scene_2607,val
scene_2608,train
scene_2609,val
scene_261,train
scene_2610,train
scene_2611,train
scene_2612,val
scene_2613,train
scene_2614,train
scene_2615,val
scene_2616,train
scene_2617,train
scene_2618,train
scene_2619,train
scene_262,val
scene_2620,val
scene_2621,train
scene_2622,train
scene_2623,train
scene_2624,val
scene_2625,val
scene_2626,train
scene_2627,train
scene_2628,val
scene_2629,val
scene_263,val
scene_2630,train
scene_2631,train
scene_2632,train
scene_2633,train
scene_2634,val
scene_2635,train
scene_2636,val
scene_2637,train
scene_2638,train
scene_2639,val
scene_264,train
scene_2640,train
scene_2641,train
scene_2642,train
scene_2643,train
scene_2644,train
scene_2645,train
scene_2646,train
scene_2647,train
scene_2648,train
scene_2649,train
scene_265,train
scene_2650,train
scene_2651,train
scene_2652,train
scene_2653,train
scene_2654,train
scene_2655,train
scene_2656,train
scene_2657,train
scene_2658,train
scene_2659,train
scene_266,train
scene_2660,train
scene_2661,train
scene_2662,train
scene_2663,val
scene_2664,train
scene_2665,train
scene_2666,train
scene_2667,train
scene_2668,train
scene_2669,train
scene_267,train
scene_2670,train
scene_2671,train
scene_2672,train
scene_2673,train
scene_2674,train
scene_2675,train
scene_2676,train
scene_2677,val
scene_2678,train
scene_2679,train
scene_268,train
scene_2680,train
scene_2681,train
scene_2682,train
scene_2683,train
scene_2684,train
scene_2685,train
scene_2686,train
scene_2687,train
scene_2688,train
scene_2689,train
scene_269,train
scene_2690,train
scene_2691,train
scene_2692,train
scene_2693,train
scene_2694,train
scene_2695,train
scene_2696,train
scene_2697,train
scene_2699,train
scene_270,train
scene_2700,train
scene_2701,train
scene_2702,train
scene_2703,train
scene_2704,train
scene_2705,train
scene_2706,train
scene_2707,train
scene_2708,train
scene_2709,train
scene_271,train
scene_2710,train
scene_2711,train
scene_2712,train
scene_2713,train
scene_2714,train
scene_2715,train
scene_2716,train
scene_2717,train
scene_2718,train
scene_2719,train
scene_2720,train
scene_2721,train
scene_2722,train
scene_2723,val
scene_2724,val
scene_2725,train
scene_2726,val
scene_2727,train
scene_2728,train
scene_2729,train
scene_273,train
scene_2730,val
scene_2731,train
scene_2732,train
scene_2733,val
scene_2734,train
scene_2735,train
scene_2736,val
scene_2737,train
scene_2738,train
scene_2739,train
scene_274,train
scene_2740,train
scene_2741,train
scene_2742,train
scene_2743,train
scene_2744,train
scene_2745,train
scene_2746,train
scene_2747,train
scene_2749,train
scene_275,train
scene_2750,train
scene_2751,train
scene_2752,train
scene_2753,train
scene_2754,train
scene_2755,train
scene_2756,train
scene_2757,val
scene_2758,train
scene_2759,train
scene_276,train
scene_2760,train
scene_2761,train
scene_2762,train
scene_2763,train
scene_2764,train
scene_2765,train
scene_2766,train
scene_2767,train
scene_2768,train
scene_2769,train
scene_277,train
scene_2770,train
scene_2771,train
scene_2772,train
scene_2773,train
scene_2774,train
scene_2775,train
scene_2776,train
scene_2777,train
scene_2778,train
scene_2779,train
scene_278,train
scene_2780,train
scene_2781,train
scene_2782,train
scene_2783,train
scene_2784,train
scene_2785,train
scene_2786,train
scene_2787,train
scene_2788,val
scene_2789,train
scene_279,val
scene_2790,train
scene_2791,train
scene_2792,train
scene_2793,val
scene_2794,val
scene_2795,train
scene_2796,train
scene_2797,train
scene_2798,train
scene_2799,train
scene_280,train
scene_2800,train
scene_2801,train
scene_2802,train
scene_2803,train
scene_2804,train
scene_2805,train
scene_2806,val
scene_2807,train
scene_2808,val
scene_2809,train
scene_281,train
scene_2810,train
scene_2811,train
scene_2812,train
scene_2813,val
scene_2814,train
scene_2815,train
scene_2816,train
scene_2817,train
scene_2818,train
scene_2819,train
scene_282,train
scene_2820,train
scene_2821,train
scene_2822,train
scene_2823,train
scene_2824,train
scene_2825,train
scene_2826,train
scene_2827,train
scene_2828,val
scene_2829,train
scene_2830,val
scene_2831,val
scene_2832,train
scene_2833,val
scene_2834,train
scene_2835,train
scene_2836,train
scene_2837,train
scene_2838,val
scene_284,train
scene_2840,train
scene_2841,train
scene_2842,train
scene_2843,train
scene_2844,train
scene_2845,train
scene_2846,train
scene_2848,train
scene_2849,val
scene_285,train
scene_2850,train
scene_2851,val
scene_2852,train
scene_2853,train
scene_2854,train
scene_2855,train
scene_2856,train
scene_2857,train
scene_2858,val
scene_2859,train
scene_286,train
scene_2860,train
scene_2861,train
scene_2862,train
scene_2863,train
scene_2864,train
scene_2865,train
scene_2867,train
scene_2868,train
scene_2869,train
scene_287,val
scene_2870,train
scene_2871,train
scene_2872,train
scene_2873,train
scene_2874,train
scene_2875,train
scene_2876,train
scene_2877,val
scene_2878,train
scene_2879,train
scene_288,train
scene_2880,train
scene_2881,train
scene_2882,val
scene_2883,train
scene_2884,train
scene_2885,train
scene_2886,train
scene_2887,train
scene_2888,train
scene_2889,train
scene_289,train
scene_2891,train
scene_2892,train
scene_2893,train
scene_2894,train
scene_2895,train
scene_2896,train
scene_2897,train
scene_2898,train
scene_2899,train
scene_290,train
scene_2900,train
scene_2901,val
scene_2902,train
scene_2903,train
scene_2904,train
scene_2905,train
scene_2906,val
scene_2907,train
scene_2908,train
scene_2909,train
scene_291,train
scene_2910,train
scene_2911,train
scene_2912,train
scene_2913,train
scene_2914,train
scene_2915,train
scene_2916,train
scene_2917,val
scene_2918,train
scene_2919,train
scene_292,train
scene_2920,train
scene_2921,train
scene_2922,train
scene_2923,train
scene_2924,train
scene_2925,train
scene_2926,train
scene_2927,train
scene_2928,train
scene_2929,train
scene_293,train
scene_2930,train
scene_2931,train
scene_2932,train
scene_2933,train
scene_2934,train
scene_2935,train
scene_2936,train
scene_2937,train
scene_2938,train
scene_2939,train
scene_294,train
scene_2940,train
scene_2941,val
scene_2942,train
scene_2943,train
scene_2944,train
scene_2945,val
scene_2946,train
scene_2947,val
scene_2948,train
scene_2949,train
scene_295,train
scene_2950,train
scene_2951,train
scene_2952,train
scene_2953,train
scene_2954,train
scene_2955,train
scene_2956,train
scene_2957,train
scene_2959,train
scene_296,train
scene_2960,val
scene_2961,train
scene_2962,train
scene_2963,val
scene_2964,train
scene_2965,train
scene_2966,train
scene_2967,train
scene_2968,train
scene_2969,val
scene_297,train
scene_2970,train
scene_2971,train
scene_2972,train
scene_2973,val
scene_2974,train
scene_2975,train
scene_2976,val
scene_2977,train
scene_2978,train
scene_2979,train
scene_298,train
scene_2980,train
scene_2981,train
scene_2982,train
scene_2983,train
scene_2984,train
scene_2985,train
scene_2986,train
scene_2987,train
scene_2988,train
scene_2989,train
scene_299,train
scene_2990,train
scene_2991,train
scene_2992,train
scene_2993,train
scene_2994,train
scene_2995,train
scene_2996,train
scene_2997,train
scene_2998,train
scene_2999,train
scene_300,train
scene_3000,train
scene_3001,train
scene_3002,train
scene_3003,train
scene_3004,train
scene_3005,train
scene_3006,val
scene_3007,val
scene_3008,val
scene_3009,train
scene_301,train
scene_3010,train
scene_3011,train
scene_3012,train
scene_3013,train
scene_3014,train
scene_3015,train
scene_3016,train
scene_3017,train
scene_3018,train
scene_3019,train
scene_302,train
scene_3020,train
scene_3021,train
scene_3022,train
scene_3023,train
scene_3024,train
scene_3025,val
scene_3027,train
scene_3028,train
scene_3029,train
scene_303,train
scene_3030,train
scene_3031,train
scene_3032,train
scene_3033,val
scene_3034,train
scene_3035,train
scene_3036,val
scene_3037,train
scene_3038,train
scene_3039,val
scene_304,val
scene_3040,train
scene_3041,train
scene_3042,train
scene_3043,train
scene_3044,train
scene_3045,train
scene_3046,train
scene_3047,train
scene_3048,train
scene_3049,train
scene_305,train
scene_3051,train
scene_3052,train
scene_3053,train
scene_3054,val
scene_3055,train
scene_3056,train
scene_3057,train
scene_3058,train
scene_3059,train
scene_306,train
scene_3060,train
scene_3061,train
scene_3062,train
scene_3063,train
scene_3064,train
scene_3065,train
scene_3066,train
scene_3067,train
scene_3068,train
scene_3069,val
scene_307,train
scene_3070,train
scene_3071,train
scene_3072,val
scene_3073,train
scene_3074,train
scene_3075,train
scene_3076,train
scene_3078,train
scene_3079,train
scene_308,train
scene_3080,train
scene_3081,train
scene_3082,train
scene_3083,train
scene_3084,train
scene_3085,train
scene_3086,val
scene_3087,train
scene_3088,train
scene_3089,train
scene_309,val
scene_3091,train
scene_3092,train
scene_3093,train
scene_3094,train
scene_3095,train
scene_3096,train
scene_3097,train
scene_3098,train
scene_3099,train
scene_310,train
scene_3100,train
scene_3101,train
scene_3102,train
scene_3103,train
scene_3104,train
scene_3105,train
scene_3106,val
scene_3107,train
scene_3108,val
scene_3109,train
scene_311,train
scene_3110,train
scene_3111,train
scene_3112,train
scene_3113,train
scene_3114,train
scene_3115,train
scene_3116,train
scene_3117,train
scene_3118,train
scene_3119,train
scene_312,train
scene_3120,train
scene_3121,train
scene_3122,train
scene_3123,val
scene_3124,train
scene_3125,train
scene_3126,train
scene_3127,train
scene_3128,val
scene_3129,train
scene_313,train
scene_3130,train
scene_3131,train
scene_3132,train
scene_3133,train
scene_3134,train
scene_3135,train
scene_3136,train
scene_3137,train
scene_3138,train
scene_3139,train
scene_314,train
scene_3140,train
scene_3141,train
scene_3142,train
scene_3143,train
scene_3144,train
scene_3145,train
scene_3146,train
scene_3147,train
scene_3148,train
scene_3149,train
scene_3150,train
scene_3151,train
scene_3152,train
scene_3153,train
scene_3154,train
scene_3155,train
scene_3156,train
scene_3157,train
scene_3158,train
scene_3159,train
scene_316,train
scene_3160,train
scene_3161,train
scene_3162,train
scene_3163,train
scene_3164,train
scene_3165,train
scene_3166,train
scene_3167,train
scene_3168,train
scene_3169,train
scene_317,train
scene_3170,train
scene_3171,train
scene_3172,train
scene_3173,val
scene_3174,train
scene_3175,train
scene_3177,train
scene_3178,train
scene_3179,train
scene_318,train
scene_3180,train
scene_3181,train
scene_3182,train
scene_3183,train
scene_3184,val
scene_3185,train
scene_3186,train
scene_3187,train
scene_3188,train
scene_3189,train
scene_319,train
scene_3190,train
scene_3191,train
scene_3192,train
scene_3193,train
scene_3194,train
scene_3195,train
scene_3196,train
scene_3197,train
scene_3198,train
scene_3199,train
scene_320,train
scene_3200,train
scene_3201,train
scene_3202,train
scene_3203,train
scene_3204,train
scene_3205,train
scene_3206,train
scene_3207,train
scene_3208,train
scene_3209,val
scene_321,train
scene_3210,train
scene_3211,train
scene_3212,train
scene_3213,val
scene_3214,train
scene_3215,train
scene_3216,train
scene_3217,train
scene_3218,val
scene_3219,train
scene_322,train
scene_3220,train
scene_3221,train
scene_3222,train
scene_3223,train
scene_3224,train
scene_3225,train
scene_3226,train
scene_3227,train
scene_3228,train
scene_3229,train
scene_323,train
scene_3230,train
scene_3231,train
scene_3232,train
scene_3233,train
scene_3234,train
scene_3235,train
scene_3236,train
scene_3238,val
scene_3239,train
scene_324,train
scene_3240,val
scene_3241,train
scene_3242,val
scene_3243,val
scene_3244,train
scene_3245,train
scene_3246,train
scene_3247,train
scene_3248,train
scene_325,train
scene_3250,train
scene_3251,train
scene_3252,train
scene_3253,train
scene_3254,train
scene_3255,train
scene_3256,train
scene_3257,train
scene_3258,train
scene_3259,train
scene_326,train
scene_3260,train
scene_3261,val
scene_3262,train
scene_3263,val
scene_3264,train
scene_3265,train
scene_3266,train
scene_3267,train
scene_3268,train
scene_3269,train
scene_327,train
scene_3271,train
scene_3272,train
scene_3274,train
scene_3275,train
scene_3276,train
scene_3277,train
scene_3278,train
scene_3279,train
scene_328,train
scene_3280,train
scene_3281,train
scene_3282,train
scene_3283,train
scene_3284,train
scene_3285,train
scene_3286,train
scene_3287,train
scene_3289,train
scene_3290,train
scene_3291,train
scene_3292,train
scene_3293,train
scene_3294,val
scene_3295,train
scene_3296,train
scene_3297,train
scene_3298,train
scene_3299,train
scene_330,val
scene_3300,train
scene_3301,train
scene_3302,train
scene_3303,train
scene_3304,val
scene_3305,train
scene_3306,train
scene_3307,train
scene_3308,train
scene_3309,train
scene_331,train
scene_3310,train
scene_3311,train
scene_3312,train
scene_3313,train
scene_3314,train
scene_3315,train
scene_3316,train
scene_3317,train
scene_3318,train
scene_3319,val
scene_332,train
scene_3320,train
scene_3321,train
scene_3322,train
scene_3323,train
scene_3324,train
scene_3325,train
scene_3326,train
scene_3327,train
scene_3328,train
scene_3329,train
scene_333,train
scene_3330,val
scene_3331,train
scene_3332,train
scene_3333,train
scene_3334,train
scene_3335,train
scene_3336,train
scene_3337,train
scene_3338,train
scene_3339,train
scene_3340,train
scene_3341,train
scene_3342,train
scene_3343,train
scene_3344,train
scene_3345,train
scene_3346,train
scene_3347,val
scene_3348,train
scene_3349,train
scene_335,train
scene_3350,train
scene_3351,train
scene_3352,train
scene_3353,train
scene_3354,train
scene_3355,train
scene_3356,train
scene_3357,train
scene_3358,train
scene_3359,train
scene_336,train
scene_3360,train
scene_3361,train
scene_3362,train
scene_3363,train
scene_3364,val
scene_3365,train
scene_3366,train
scene_3367,train
scene_3368,train
scene_3369,train
scene_337,val
scene_3370,val
scene_3371,val
scene_3372,train
scene_3373,train
scene_3374,train
scene_3375,train
scene_3377,train
scene_3378,train
scene_3379,val
scene_338,train
scene_3380,train
scene_3381,train
scene_3382,train
scene_3383,train
scene_3384,train
scene_3385,train
scene_3386,train
scene_3387,train
scene_3388,train
scene_3389,train
scene_339,train
scene_3390,train
scene_3391,train
scene_3392,train
scene_3393,train
scene_3394,train
scene_3395,train
scene_3396,train
scene_3397,train
scene_3398,train
scene_3399,train
scene_340,train
scene_3400,train
scene_3401,train
scene_3402,train
scene_3403,train
scene_3404,train
scene_3405,train
scene_3406,train
scene_3407,train
scene_3408,train
scene_3409,train
scene_341,train
scene_3410,train
scene_3411,train
scene_3412,train
scene_3413,train
scene_3414,train
scene_3415,train
scene_3416,train
scene_3417,val
scene_3418,train
scene_3419,train
scene_342,train
scene_3420,train
scene_3421,train
scene_3422,train
scene_3423,train
scene_3424,train
scene_3425,train
scene_3426,train
scene_3427,train
scene_3428,train
scene_3429,train
scene_343,train
scene_3430,train
scene_3431,train
scene_3432,train
scene_3433,train
scene_3435,train
scene_3436,train
scene_3437,train
scene_3438,train
scene_3439,train
scene_344,train
scene_3440,train
scene_3441,train
scene_3442,train
scene_3443,train
scene_3444,train
scene_3445,train
scene_3446,train
scene_3447,train
scene_3448,train
scene_3449,val
scene_345,train
scene_3450,train
scene_3451,val
scene_3452,train
scene_3453,train
scene_3454,train
scene_3455,train
scene_3456,train
scene_3457,train
scene_3458,train
scene_3459,train
scene_346,train
scene_3460,val
scene_3461,train
scene_3462,train
scene_3463,val
scene_3464,val
scene_3465,train
scene_3466,train
scene_3467,train
scene_3468,train
scene_3469,train
scene_347,train
scene_3470,train
scene_3471,train
scene_3472,train
scene_3473,train
scene_3474,train
scene_3475,train
scene_3476,train
scene_3477,train
scene_3478,train
scene_3479,train
scene_348,val
scene_3480,train
scene_3481,train
scene_3482,train
scene_3483,train
scene_3484,train
scene_3485,train
scene_3486,train
scene_3487,train
scene_3488,val
scene_3489,train
scene_349,train
scene_3490,train
scene_3491,train
scene_3492,train
scene_3493,train
scene_3494,train
scene_3495,train
scene_3496,train
scene_3497,val
scene_3498,train
scene_3499,train
scene_350,val
scene_3500,train
scene_3501,train
scene_3502,train
scene_3503,train
scene_3504,val
scene_3505,train
scene_3506,train
scene_3507,train
scene_3508,train
scene_3509,train
scene_351,train
scene_3510,train
scene_3511,val
scene_3512,train
scene_3513,train
scene_3514,train
scene_3515,train
scene_3516,train
scene_3517,train
scene_3518,train
scene_3519,train
scene_352,train
scene_3520,train
scene_3521,train
scene_3522,train
scene_3523,train
scene_3524,train
scene_3525,train
scene_3526,train
scene_3527,train
scene_3528,val
scene_3529,train
scene_353,train
scene_3530,train
scene_3531,train
scene_3532,train
scene_3533,train
scene_3535,train
scene_3536,train
scene_3537,train
scene_3538,train
scene_3539,train
scene_354,train
scene_3540,train
scene_3541,train
scene_3542,train
scene_3543,train
scene_3544,train
scene_3545,val
scene_3546,train
scene_3547,train
scene_3548,train
scene_3549,train
scene_355,train
scene_3550,train
scene_3551,train
scene_3552,train
scene_3553,train
scene_3554,train
scene_3555,val
scene_3556,train
scene_3557,train
scene_3558,train
scene_3559,train
scene_356,train
scene_3560,train
scene_3561,train
scene_3562,train
scene_3563,train
scene_3564,train
scene_3565,val
scene_3566,train
scene_3567,train
scene_3568,val
scene_3569,train
scene_357,train
scene_3570,train
scene_3571,train
scene_3572,train
scene_3573,train
scene_3574,train
scene_3575,train
scene_3576,train
scene_3577,train
scene_3578,train
scene_3579,train
scene_358,train
scene_3580,train
scene_3581,train
scene_3582,train
scene_3583,train
scene_3584,train
scene_3585,train
scene_3586,train
scene_3587,train
scene_3588,train
scene_3589,train
scene_359,train
scene_3590,train
scene_3591,train
scene_3592,train
scene_3593,train
scene_3595,train
scene_3596,train
scene_3597,val
scene_3598,train
scene_3599,train
scene_360,train
scene_3600,train
scene_3601,val
scene_3602,train
scene_3603,train
scene_3604,train
scene_3605,train
scene_3606,train
scene_3607,train
scene_3608,train
scene_3609,train
scene_361,val
scene_3610,train
scene_3611,train
scene_3612,val
scene_3613,val
scene_3614,train
scene_3615,train
scene_3616,train
scene_3617,train
scene_3618,val
scene_3619,train
scene_362,val
scene_3620,train
scene_3621,train
scene_3622,train
scene_3623,train
scene_3624,train
scene_3625,train
scene_3626,train
scene_3627,train
scene_3628,train
scene_3629,train
scene_363,val
scene_3630,train
scene_3631,train
scene_3632,val
scene_3633,train
scene_3634,train
scene_3635,train
scene_3636,val
scene_3637,train
scene_3638,train
scene_3639,train
scene_364,train
scene_3640,train
scene_3641,train
scene_3642,train
scene_3643,train
scene_3644,train
scene_3645,val
scene_3646,train
scene_3647,train
scene_3648,train
scene_3649,val
scene_365,train
scene_3650,train
scene_3651,train
scene_3652,train
scene_3653,val
scene_3654,train
scene_3655,train
scene_3656,train
scene_3657,val
scene_3658,train
scene_3659,val
scene_366,train
scene_3660,train
scene_3661,train
scene_3662,train
scene_3663,train
scene_3664,val
scene_3665,train
scene_3666,val
scene_3667,train
scene_3668,train
scene_3669,val
scene_367,train
scene_3670,val
scene_3671,train
scene_3672,train
scene_3673,train
scene_3674,train
scene_3675,train
scene_3676,train
scene_3677,train
scene_3678,train
scene_3679,val
scene_368,val
scene_3680,train
scene_3681,val
scene_3682,val
scene_3683,train
scene_3684,train
scene_3685,val
scene_3686,val
scene_3687,train
scene_3688,train
scene_3689,val
scene_369,train
scene_3690,train
scene_3691,train
scene_3692,val
scene_3693,train
scene_3694,train
scene_3695,train
scene_3696,train
scene_3697,train
scene_3698,train
scene_3699,train
scene_370,train
scene_3700,train
scene_3701,train
scene_3702,train
scene_3703,train
scene_3704,train
scene_3705,train
scene_3706,train
scene_3707,val
scene_3708,train
scene_3709,train
scene_371,train
scene_3710,train
scene_3711,train
scene_3712,train
scene_3713,train
scene_3714,train
scene_3715,train
scene_3716,train
scene_3717,train
scene_3718,train
scene_3719,train
scene_372,train
scene_3720,val
scene_3721,train
scene_3722,train
scene_3723,train
scene_3724,train
scene_3725,train
scene_3726,train
scene_3727,train
scene_3728,train
scene_3729,train
scene_373,train
scene_3730,train
scene_3731,val
scene_3732,train
scene_3733,train
scene_3734,train
scene_3735,train
scene_3736,train
scene_3737,train
scene_3738,train
scene_3739,train
scene_374,train
scene_3740,train
scene_3741,train
scene_3742,train
scene_3743,train
scene_3744,train
scene_3745,train
scene_3746,train
scene_3747,train
scene_3748,train
scene_375,train
scene_3750,train
scene_3751,train
scene_3752,train
scene_3753,train
scene_3754,train
scene_3756,train
scene_3757,train
scene_3758,train
scene_3759,train
scene_376,train
scene_3760,train
scene_3761,train
scene_3762,train
scene_3763,train
scene_3764,train
scene_3765,train
scene_3766,train
scene_3767,train
scene_3768,train
scene_3769,train
scene_377,train
scene_3770,train
scene_3771,train
scene_3772,train
scene_3773,train
scene_3774,train
scene_3775,train
scene_3776,train
scene_3777,val
scene_3778,train
scene_3779,train
scene_378,train
scene_3780,train
scene_3781,train
scene_3782,train
scene_3783,train
scene_3784,train
scene_3785,train
scene_3786,train
scene_3787,train
scene_3788,val
scene_3789,train
scene_379,train
scene_3790,val
scene_3791,train
scene_3792,train
scene_3793,train
scene_3794,train
scene_3795,train
scene_3796,train
scene_3797,val
scene_3798,val
scene_3799,train
scene_380,train
scene_3800,train
scene_3801,val
scene_3802,train
scene_3803,val
scene_3804,train
scene_3805,train
scene_3806,train
scene_3807,val
scene_3808,val
scene_3809,train
scene_381,train
scene_3810,train
scene_3811,train
scene_3812,train
scene_3813,train
scene_3814,train
scene_3815,train
scene_3816,train
scene_3817,train
scene_3819,train
scene_382,train
scene_3820,train
scene_3821,train
scene_3822,train
scene_3823,val
scene_3824,val
scene_3825,train
scene_3826,train
scene_3827,train
scene_3828,train
scene_3829,train
scene_383,train
scene_3830,train
scene_3831,train
scene_3832,train
scene_3833,train
scene_3834,train
scene_3835,train
scene_3836,train
scene_3837,train
scene_3838,train
scene_3839,train
scene_384,train
scene_3840,train
scene_3841,train
scene_3842,val
scene_3843,train
scene_3844,train
scene_3845,train
scene_3846,train
scene_3847,train
scene_3848,train
scene_3849,train
scene_385,train
scene_3850,train
scene_3851,train
scene_3853,val
scene_3854,train
scene_3855,train
scene_3856,train
scene_3857,train
scene_3858,train
scene_3859,train
scene_386,train
scene_3860,train
scene_3861,train
scene_3862,train
scene_3863,train
scene_3864,train
scene_3865,train
scene_3866,train
scene_3867,train
scene_3868,train
scene_3869,train
scene_387,train
scene_3870,train
scene_3871,train
scene_3872,train
scene_3874,train
scene_3875,train
scene_3876,train
scene_3877,train
scene_3878,val
scene_3879,train
scene_388,train
scene_3880,train
scene_3881,train
scene_3882,train
scene_3883,train
scene_3884,train
scene_3885,train
scene_3886,train
scene_3887,train
scene_3888,train
scene_3889,train
scene_389,train
scene_3890,train
scene_3891,train
scene_3892,train
scene_3893,train
scene_3894,train
scene_3895,train
scene_3896,train
scene_3897,train
scene_3898,val
scene_3899,train
scene_390,train
scene_3900,train
scene_3901,train
scene_3902,train
scene_3903,train
scene_3904,train
scene_3905,train
scene_3906,train
scene_3907,val
scene_3908,train
scene_3909,train
scene_391,train
scene_3910,train
scene_3911,train
scene_3912,train
scene_3913,val
scene_3914,train
scene_3915,train
scene_3916,train
scene_3917,train
scene_3918,train
scene_3919,train
scene_392,train
scene_3920,train
scene_3921,train
scene_3922,train
scene_3923,train
scene_3924,train
scene_3925,train
scene_3926,train
scene_3927,train
scene_3928,train
scene_3929,train
scene_393,train
scene_3930,train
scene_3931,val
scene_3932,train
scene_3933,train
scene_3934,train
scene_3935,train
scene_3936,train
scene_3937,train
scene_3938,train
scene_3939,train
scene_394,train
scene_3940,train
scene_3941,train
scene_3942,train
scene_3943,train
scene_3944,train
scene_3945,train
scene_3946,train
scene_3947,val
scene_3948,train
scene_3949,train
scene_395,train
scene_3950,train
scene_3951,train
scene_3952,train
scene_3953,train
scene_3954,train
scene_3955,train
scene_3956,train
scene_3957,train
scene_3958,val
scene_3959,train
scene_396,train
scene_3960,train
scene_3961,train
scene_3962,train
scene_3963,train
scene_3964,train
scene_3965,train
scene_3966,train
scene_3967,train
scene_3968,train
scene_3969,train
scene_397,train
scene_3970,train
scene_3971,train
scene_3972,train
scene_3973,train
scene_3974,train
scene_3975,train
scene_3976,train
scene_3977,train
scene_3978,train
scene_3979,train
scene_398,train
scene_3980,train
scene_3981,train
scene_3982,val
scene_3983,train
scene_3984,train
scene_3986,train
scene_3987,train
scene_3988,train
scene_3989,train
scene_399,train
scene_3990,train
scene_3991,train
scene_3992,train
scene_3993,train
scene_3994,train
scene_3995,val
scene_3996,train
scene_3997,train
scene_3998,train
scene_3999,train
scene_400,train
scene_4000,train
scene_4001,train
scene_4002,train
scene_4003,train
scene_4004,train
scene_4006,train
scene_4007,train
scene_4008,train
scene_4009,train
scene_401,train
scene_4010,train
scene_4011,train
scene_4012,train
scene_4013,train
scene_4014,val
scene_4015,train
scene_4016,train
scene_4017,train
scene_4018,train
scene_4019,train
scene_402,train
scene_4020,train
scene_4021,train
scene_4022,train
scene_4023,train
scene_4024,train
scene_4025,train
scene_4026,train
scene_4027,train
scene_4028,train
scene_4029,train
scene_403,train
scene_4030,train
scene_4031,train
scene_4032,train
scene_4033,train
scene_4034,train
scene_4035,train
scene_4036,train
scene_4037,val
scene_4038,train
scene_4039,val
scene_404,train
scene_4040,train
scene_4041,val
scene_4042,val
scene_4043,train
scene_4044,train
scene_4045,train
scene_4046,train
scene_4047,train
scene_4048,train
scene_4049,train
scene_405,train
scene_4050,train
scene_4051,train
scene_4052,train
scene_4053,train
scene_4054,train
scene_4055,train
scene_4056,val
scene_4057,train
scene_4058,train
scene_4059,train
scene_406,train
scene_4060,train
scene_4061,train
scene_4062,train
scene_4063,train
scene_4064,train
scene_4065,train
scene_4066,train
scene_4067,train
scene_4068,train
scene_4069,train
scene_407,train
scene_4070,train
scene_4071,train
scene_4072,train
scene_4073,train
scene_4074,train
scene_4075,train
scene_4076,train
scene_4077,train
scene_4078,train
scene_4079,train
scene_408,train
scene_4080,train
scene_4081,train
scene_4082,train
scene_4083,train
scene_4084,train
scene_4085,train
scene_4086,train
scene_4087,val
scene_4088,train
scene_4089,train
scene_409,train
scene_4090,val
scene_4091,train
scene_4092,train
scene_4093,train
scene_4094,train
scene_4095,train
scene_4096,train
scene_4097,train
scene_4098,train
scene_4099,train
scene_410,val
scene_4100,train
scene_4101,train
scene_4102,train
scene_4103,train
scene_4104,train
scene_4105,train
scene_4106,train
scene_4107,train
scene_4108,train
scene_4109,train
scene_411,train
scene_4111,train
scene_4112,train
scene_4113,train
scene_4114,train
scene_4115,train
scene_4116,train
scene_4117,train
scene_4118,train
scene_4119,train
scene_412,train
scene_4120,train
scene_4121,train
scene_4122,val
scene_4123,train
scene_4124,train
scene_4125,train
scene_4126,train
scene_4127,train
scene_4128,train
scene_4129,train
scene_413,train
scene_4130,train
scene_4131,val
scene_4132,train
scene_4133,train
scene_4134,train
scene_4135,train
scene_4136,train
scene_4137,train
scene_4138,train
scene_4139,train
scene_414,train
scene_4140,train
scene_4141,train
scene_4142,val
scene_4143,train
scene_4144,val
scene_4145,train
scene_4146,train
scene_4147,train
scene_4148,train
scene_4149,train
scene_415,train
scene_4150,train
scene_4151,train
scene_4152,train
scene_4153,train
scene_4154,val
scene_4155,train
scene_4156,train
scene_4157,train
scene_4158,train
scene_4159,train
scene_416,train
scene_4160,train
scene_4161,train
scene_4162,train
scene_4163,train
scene_4164,train
scene_4165,train
scene_4166,val
scene_4167,train
scene_4168,train
scene_4169,train
scene_417,train
scene_4170,train
scene_4171,train
scene_4172,train
scene_4173,train
scene_4174,train
scene_4175,val
scene_4176,train
scene_4177,train
scene_4178,train
scene_4179,train
scene_418,train
scene_4180,train
scene_4181,train
scene_4182,train
scene_4184,train
scene_4185,train
scene_4186,train
scene_4187,train
scene_4188,train
scene_4189,train
scene_419,train
scene_4190,train
scene_4191,train
scene_4192,train
scene_4193,train
scene_4194,train
scene_4195,train
scene_4196,train
scene_4197,train
scene_4198,train
scene_4199,val
scene_420,train
scene_4200,train
scene_4201,train
scene_4202,train
scene_4203,train
scene_4204,train
scene_4205,train
scene_4206,train
scene_4207,train
scene_4208,train
scene_4209,train
scene_421,train
scene_4210,train
scene_4211,train
scene_4212,val
scene_4213,train
scene_4214,train
scene_4215,train
scene_4216,train
scene_4217,train
scene_4218,train
scene_4219,train
scene_422,train
